Attribute,Date,Emp Code,Employee Status,Month,Sum of Value
Branch Meetings,2024-01-01 00:00:00,122,Active, Jan,105
Branch Meetings,2024-01-01 00:00:00,123,Active, Jan,49
Branch Meetings,2024-01-01 00:00:00,124,Active, Jan,46
Branch Meetings,2024-01-01 00:00:00,125,Active, Jan,53
Branch Meetings,2024-01-01 00:00:00,126,Active, Jan,101
Branch Meetings,2024-01-01 00:00:00,127,Active, Jan,75
Branch Meetings,2024-01-01 00:00:00,128,Active, Jan,106
Branch Meetings,2024-01-01 00:00:00,129,Active, Jan,77
Branch Meetings,2024-01-01 00:00:00,130,Active, Jan,41
Branch Meetings,2024-01-01 00:00:00,131,Active, Jan,75
Branch Meetings,2024-01-01 00:00:00,132,Active, Jan,12
Branch Meetings,2024-01-01 00:00:00,133,Active, Jan,69
Branch Meetings,2024-01-01 00:00:00,134,Active, Jan,107
Branch Meetings,2024-01-01 00:00:00,135,Active, Jan,46
Branch Meetings,2024-01-01 00:00:00,136,Active, Jan,28
Branch Meetings,2024-01-01 00:00:00,137,Active, Jan,45
Branch Meetings,2024-01-01 00:00:00,138,Active, Jan,20
Branch Meetings,2024-01-01 00:00:00,139,Active, Jan,105
Branch Meetings,2024-01-01 00:00:00,140,Active, Jan,52
Branch Meetings,2024-01-01 00:00:00,141,Active, Jan,74
Branch Meetings,2024-01-01 00:00:00,142,Active, Jan,52
Branch Meetings,2024-01-01 00:00:00,143,Active, Jan,102
Branch Meetings,2024-01-01 00:00:00,144,Active, Jan,105
Branch Meetings,2024-01-01 00:00:00,145,Active, Jan,108
Branch Meetings,2024-01-01 00:00:00,146,Active, Jan,18
Branch Meetings,2024-01-01 00:00:00,147,Active, Jan,83
Branch Meetings,2024-01-01 00:00:00,148,Active, Jan,34
Branch Meetings,2024-01-01 00:00:00,149,Active, Jan,11
Branch Meetings,2024-01-01 00:00:00,150,Active, Jan,18
Branch Meetings,2024-01-01 00:00:00,151,Active, Jan,20
Branch Meetings,2024-01-01 00:00:00,152,Active, Jan,46
Branch Meetings,2024-01-01 00:00:00,153,Active, Jan,92
Branch Meetings,2024-01-01 00:00:00,154,Active, Jan,26
Branch Meetings,2024-01-01 00:00:00,155,Active, Jan,38
Branch Meetings,2024-01-01 00:00:00,156,Active, Jan,75
Branch Meetings,2024-01-01 00:00:00,157,Active, Jan,51
Branch Meetings,2024-01-01 00:00:00,158,Active, Jan,69
Branch Meetings,2024-01-01 00:00:00,159,Active, Jan,97
Branch Meetings,2024-01-01 00:00:00,160,Active, Jan,31
Branch Meetings,2024-01-01 00:00:00,161,Active, Jan,67
Branch Meetings,2024-01-01 00:00:00,162,Active, Jan,53
Branch Meetings,2024-01-01 00:00:00,163,Active, Jan,59
Branch Meetings,2024-01-01 00:00:00,164,Active, Jan,69
Branch Meetings,2024-01-01 00:00:00,165,Active, Jan,70
Branch Meetings,2024-01-01 00:00:00,166,Active, Jan,17
Branch Meetings,2024-01-01 00:00:00,167,Active, Jan,21
Branch Meetings,2024-01-01 00:00:00,168,Active, Jan,41
Branch Meetings,2024-01-01 00:00:00,169,Active, Jan,103
Branch Meetings,2024-01-01 00:00:00,170,Active, Jan,47
Branch Meetings,2024-01-01 00:00:00,171,Active, Jan,28
Branch Meetings,2024-01-01 00:00:00,172,Active, Jan,46
Branch Meetings,2024-01-01 00:00:00,173,Active, Jan,42
Branch Meetings,2024-01-01 00:00:00,174,Active, Jan,42
Branch Meetings,2024-01-01 00:00:00,175,Active, Jan,25
Branch Meetings,2024-01-01 00:00:00,176,Active, Jan,37
Branch Meetings,2024-01-01 00:00:00,177,Active, Jan,74
Branch Meetings,2024-01-01 00:00:00,178,Active, Jan,102
Branch Meetings,2024-01-01 00:00:00,179,Active, Jan,70
Branch Meetings,2024-01-01 00:00:00,180,Active, Jan,14
Branch Meetings,2024-01-01 00:00:00,181,Active, Jan,92
Branch Meetings,2024-01-01 00:00:00,182,Active, Jan,33
Branch Meetings,2024-01-01 00:00:00,183,Active, Jan,105
Branch Meetings,2024-01-01 00:00:00,184,Active, Jan,16
Branch Meetings,2024-01-01 00:00:00,185,Active, Jan,98
Branch Meetings,2024-01-01 00:00:00,186,Active, Jan,39
Branch Meetings,2024-01-01 00:00:00,187,Active, Jan,99
Branch Meetings,2024-01-01 00:00:00,188,Active, Jan,37
Branch Meetings,2024-01-01 00:00:00,189,Active, Jan,60
Branch Meetings,2024-01-01 00:00:00,190,Active, Jan,64
Branch Meetings,2024-01-01 00:00:00,191,Active, Jan,85
Branch Meetings,2024-01-01 00:00:00,192,Active, Jan,84
Branch Meetings,2024-01-01 00:00:00,193,Active, Jan,19
Branch Meetings,2024-01-01 00:00:00,194,Active, Jan,16
Branch Meetings,2024-01-01 00:00:00,195,Active, Jan,65
Branch Meetings,2024-01-01 00:00:00,196,Active, Jan,41
Branch Meetings,2024-01-01 00:00:00,197,Active, Jan,100
Branch Meetings,2024-01-01 00:00:00,198,Active, Jan,65
Branch Meetings,2024-01-01 00:00:00,199,Active, Jan,40
Branch Meetings,2024-01-01 00:00:00,200,Active, Jan,23
Branch Meetings,2024-01-01 00:00:00,201,Active, Jan,101
Branch Meetings,2024-01-01 00:00:00,202,Active, Jan,92
Branch Meetings,2024-01-01 00:00:00,203,Active, Jan,17
Branch Meetings,2024-01-01 00:00:00,204,Active, Jan,30
Branch Meetings,2024-01-01 00:00:00,205,Active, Jan,36
Branch Meetings,2024-01-01 00:00:00,206,Active, Jan,42
Branch Meetings,2024-01-01 00:00:00,207,Active, Jan,58
Branch Meetings,2024-01-01 00:00:00,208,Active, Jan,11
Branch Meetings,2024-01-01 00:00:00,209,Active, Jan,11
Branch Meetings,2024-01-01 00:00:00,210,Active, Jan,32
Branch Meetings,2024-01-01 00:00:00,211,Active, Jan,65
Branch Meetings,2024-01-01 00:00:00,212,Active, Jan,37
Branch Meetings,2024-01-01 00:00:00,213,Active, Jan,70
Branch Meetings,2024-01-01 00:00:00,214,Active, Jan,82
Branch Meetings,2024-01-01 00:00:00,215,Active, Jan,103
Branch Meetings,2024-01-01 00:00:00,216,Active, Jan,32
Branch Meetings,2024-01-01 00:00:00,217,Active, Jan,31
Branch Meetings,2024-01-01 00:00:00,218,Active, Jan,54
Branch Meetings,2024-01-01 00:00:00,219,Active, Jan,28
Branch Meetings,2024-01-01 00:00:00,220,Active, Jan,43
Branch Meetings,2024-01-01 00:00:00,221,Active, Jan,86
Branch Meetings,2024-01-01 00:00:00,222,Active, Jan,63
Branch Meetings,2024-01-01 00:00:00,223,Active, Jan,101
Branch Meetings,2024-01-01 00:00:00,224,Active, Jan,76
Branch Meetings,2024-01-01 00:00:00,225,Active, Jan,76
Branch Meetings,2024-01-01 00:00:00,226,Active, Jan,16
Branch Meetings,2024-01-01 00:00:00,227,Active, Jan,54
Branch Meetings,2024-01-01 00:00:00,228,Active, Jan,18
Branch Meetings,2024-01-01 00:00:00,229,Active, Jan,68
Branch Meetings,2024-01-01 00:00:00,230,Active, Jan,20
Branch Meetings,2024-01-01 00:00:00,231,Active, Jan,35
Branch Meetings,2024-01-01 00:00:00,232,Active, Jan,49
Branch Meetings,2024-01-01 00:00:00,233,Active, Jan,47
Branch Meetings,2024-01-01 00:00:00,234,Active, Jan,76
Branch Meetings,2024-01-01 00:00:00,235,Active, Jan,39
Branch Meetings,2024-01-01 00:00:00,236,Active, Jan,55
Branch Meetings,2024-01-01 00:00:00,237,Active, Jan,68
Branch Meetings,2024-01-01 00:00:00,238,Active, Jan,63
Branch Meetings,2024-01-01 00:00:00,239,Active, Jan,19
Branch Meetings,2024-01-01 00:00:00,240,Active, Jan,88
Branch Meetings,2024-01-01 00:00:00,241,Active, Jan,50
Branch Meetings,2024-01-01 00:00:00,242,Active, Jan,80
Branch Meetings,2024-01-01 00:00:00,243,Active, Jan,66
Branch Meetings,2024-01-01 00:00:00,244,Active, Jan,31
Branch Meetings,2024-01-01 00:00:00,245,Active, Jan,47
Branch Meetings,2024-01-01 00:00:00,246,Active, Jan,38
Branch Meetings,2024-01-01 00:00:00,247,Active, Jan,13
Branch Meetings,2024-01-01 00:00:00,248,Active, Jan,38
Branch Meetings,2024-01-01 00:00:00,249,Active, Jan,103
Branch Meetings,2024-01-01 00:00:00,250,Active, Jan,47
Branch Meetings,2024-01-01 00:00:00,251,Active, Jan,46
Branch Meetings,2024-01-01 00:00:00,252,Active, Jan,26
Branch Meetings,2024-01-01 00:00:00,253,Active, Jan,78
Branch Meetings,2024-01-01 00:00:00,254,Active, Jan,23
Branch Meetings,2024-01-01 00:00:00,255,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,256,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,257,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,258,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,259,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,260,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,261,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,262,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,263,Exited, Jan,0
Branch Meetings,2024-01-01 00:00:00,264,Exited, Jan,95
Branch Meetings,2024-01-01 00:00:00,265,Exited, Jan,33
Branch Meetings,2024-01-01 00:00:00,266,Exited, Jan,34
Branch Meetings,2024-01-01 00:00:00,267,Exited, Jan,86
Branch Meetings,2024-01-01 00:00:00,268,Exited, Jan,52
Branch Meetings,2024-01-01 00:00:00,269,Exited, Jan,46
Branch Meetings,2024-01-01 00:00:00,270,Exited, Jan,91
Branch Meetings,2024-01-01 00:00:00,271,Exited, Jan,85
Branch Meetings,2024-01-01 00:00:00,272,Exited, Jan,96
Branch Meetings,2024-01-01 00:00:00,273,Exited, Jan,33
Branch Meetings,2024-01-01 00:00:00,274,Exited, Jan,26
Branch Meetings,2024-01-01 00:00:00,275,Exited, Jan,49
Branch Meetings,2024-01-01 00:00:00,276,Exited, Jan,106
Branch Meetings,2024-01-01 00:00:00,277,Exited, Jan,43
Branch Meetings,2024-01-01 00:00:00,278,Exited, Jan,54
Branch Meetings,2024-01-01 00:00:00,279,Exited, Jan,79
Branch Meetings,2024-01-01 00:00:00,280,Exited, Jan,34
Branch Meetings,2024-01-01 00:00:00,281,Exited, Jan,70
Branch Meetings,2024-01-01 00:00:00,282,Exited, Jan,57
Branch Meetings,2024-01-01 00:00:00,283,Exited, Jan,110
Branch Meetings,2024-01-01 00:00:00,284,Exited, Jan,47
Branch Meetings,2024-01-01 00:00:00,285,Exited, Jan,32
Branch Meetings,2024-01-01 00:00:00,286,Exited, Jan,82
Branch Meetings,2024-01-01 00:00:00,287,Exited, Jan,10
Branch Meetings,2024-01-01 00:00:00,288,Exited, Jan,17
Branch Meetings,2024-01-01 00:00:00,289,Exited, Jan,45
Branch Meetings,2024-01-01 00:00:00,290,Exited, Jan,26
Branch Meetings,2024-01-01 00:00:00,291,Exited, Jan,75
Branch Meetings,2024-01-01 00:00:00,292,Exited, Jan,110
Branch Meetings,2024-01-01 00:00:00,293,Exited, Jan,85
Branch Meetings,2024-01-01 00:00:00,294,Exited, Jan,91
Branch Meetings,2024-01-01 00:00:00,295,Exited, Jan,11
Branch Meetings,2024-01-01 00:00:00,296,Exited, Jan,29
Branch Meetings,2024-01-01 00:00:00,297,Exited, Jan,110
Branch Meetings,2024-01-01 00:00:00,298,Exited, Jan,100
Branch Meetings,2024-01-01 00:00:00,299,Exited, Jan,67
Branch Meetings,2024-01-01 00:00:00,300,Exited, Jan,50
Branch Meetings,2024-01-01 00:00:00,301,Exited, Jan,60
Branch Meetings,2024-01-01 00:00:00,302,Exited, Jan,52
Branch Meetings,2024-01-01 00:00:00,303,Exited, Jan,104
Branch Meetings,2024-01-01 00:00:00,304,Exited, Jan,63
Branch Meetings,2024-01-01 00:00:00,305,Exited, Jan,94
Branch Meetings,2024-01-01 00:00:00,306,Exited, Jan,18
Branch Meetings,2024-01-01 00:00:00,307,Exited, Jan,79
Branch Meetings,2024-01-01 00:00:00,308,Exited, Jan,86
Branch Meetings,2024-01-01 00:00:00,309,Exited, Jan,43
Branch Meetings,2024-01-01 00:00:00,310,Exited, Jan,108
Branch Meetings,2024-01-01 00:00:00,311,Exited, Jan,69
Branch Meetings,2024-01-01 00:00:00,312,Exited, Jan,27
Branch Meetings,2024-01-01 00:00:00,313,Exited, Jan,69
Branch Meetings,2024-01-01 00:00:00,314,Exited, Jan,24
Branch Meetings,2024-01-01 00:00:00,315,Exited, Jan,28
Branch Meetings,2024-01-01 00:00:00,316,Exited, Jan,74
Branch Meetings,2024-01-01 00:00:00,317,Exited, Jan,62
Branch Meetings,2024-01-01 00:00:00,318,Exited, Jan,12
Branch Meetings,2024-01-01 00:00:00,319,Exited, Jan,104
Branch Meetings,2024-01-01 00:00:00,320,Exited, Jan,73
Branch Meetings,2024-01-01 00:00:00,321,Exited, Jan,78
Branch Meetings,2024-01-01 00:00:00,322,Exited, Jan,71
Branch Meetings,2024-01-01 00:00:00,323,Exited, Jan,92
Branch Meetings,2024-01-01 00:00:00,324,Exited, Jan,57
Branch Meetings,2024-01-01 00:00:00,325,Exited, Jan,37
Branch Meetings,2024-01-01 00:00:00,326,Exited, Jan,78
Branch Meetings,2024-01-01 00:00:00,327,Exited, Jan,80
Branch Meetings,2024-01-01 00:00:00,328,Exited, Jan,13
Branch Meetings,2024-01-01 00:00:00,329,Exited, Jan,28
Branch Meetings,2024-01-01 00:00:00,330,Exited, Jan,79
Branch Meetings,2024-02-01 00:00:00,1,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,2,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,3,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,4,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,5,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,6,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,7,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,8,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,9,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,10,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,11,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,12,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,13,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,14,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,15,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,16,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,17,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,18,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,19,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,20,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,21,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,22,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,23,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,24,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,25,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,26,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,27,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,28,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,29,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,30,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,31,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,32,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,33,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,34,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,35,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,36,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,37,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,38,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,39,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,40,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,41,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,42,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,43,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,44,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,45,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,46,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,47,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,48,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,49,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,50,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,51,Active, Feb,0
Branch Meetings,2024-02-01 00:00:00,52,Active, Feb,63
Branch Meetings,2024-02-01 00:00:00,53,Active, Feb,58
Branch Meetings,2024-02-01 00:00:00,54,Active, Feb,43
Branch Meetings,2024-02-01 00:00:00,55,Active, Feb,102
Branch Meetings,2024-02-01 00:00:00,56,Active, Feb,32
Branch Meetings,2024-02-01 00:00:00,57,Active, Feb,35
Branch Meetings,2024-02-01 00:00:00,58,Active, Feb,68
Branch Meetings,2024-02-01 00:00:00,59,Active, Feb,32
Branch Meetings,2024-02-01 00:00:00,60,Active, Feb,81
Branch Meetings,2024-02-01 00:00:00,61,Active, Feb,110
Branch Meetings,2024-02-01 00:00:00,62,Active, Feb,84
Branch Meetings,2024-02-01 00:00:00,63,Active, Feb,86
Branch Meetings,2024-02-01 00:00:00,64,Active, Feb,47
Branch Meetings,2024-02-01 00:00:00,65,Active, Feb,98
Branch Meetings,2024-02-01 00:00:00,66,Active, Feb,89
Branch Meetings,2024-02-01 00:00:00,67,Active, Feb,55
Branch Meetings,2024-02-01 00:00:00,68,Active, Feb,60
Branch Meetings,2024-02-01 00:00:00,69,Active, Feb,74
Branch Meetings,2024-02-01 00:00:00,70,Active, Feb,11
Branch Meetings,2024-02-01 00:00:00,71,Active, Feb,39
Branch Meetings,2024-02-01 00:00:00,72,Active, Feb,100
Branch Meetings,2024-02-01 00:00:00,73,Active, Feb,12
Branch Meetings,2024-02-01 00:00:00,74,Active, Feb,49
Branch Meetings,2024-02-01 00:00:00,75,Active, Feb,63
Branch Meetings,2024-02-01 00:00:00,76,Active, Feb,12
Branch Meetings,2024-02-01 00:00:00,77,Active, Feb,27
Branch Meetings,2024-02-01 00:00:00,78,Active, Feb,34
Branch Meetings,2024-02-01 00:00:00,79,Active, Feb,39
Branch Meetings,2024-02-01 00:00:00,80,Active, Feb,96
Branch Meetings,2024-02-01 00:00:00,81,Active, Feb,20
Branch Meetings,2024-02-01 00:00:00,82,Active, Feb,36
Branch Meetings,2024-02-01 00:00:00,83,Active, Feb,68
Branch Meetings,2024-02-01 00:00:00,84,Active, Feb,89
Branch Meetings,2024-02-01 00:00:00,85,Active, Feb,33
Branch Meetings,2024-02-01 00:00:00,86,Active, Feb,67
Branch Meetings,2024-02-01 00:00:00,87,Active, Feb,93
Branch Meetings,2024-02-01 00:00:00,88,Active, Feb,26
Branch Meetings,2024-02-01 00:00:00,89,Active, Feb,29
Branch Meetings,2024-02-01 00:00:00,90,Active, Feb,21
Branch Meetings,2024-02-01 00:00:00,91,Active, Feb,30
Branch Meetings,2024-02-01 00:00:00,92,Active, Feb,100
Branch Meetings,2024-02-01 00:00:00,93,Active, Feb,82
Branch Meetings,2024-02-01 00:00:00,94,Active, Feb,109
Branch Meetings,2024-02-01 00:00:00,95,Active, Feb,73
Branch Meetings,2024-02-01 00:00:00,96,Active, Feb,71
Branch Meetings,2024-02-01 00:00:00,97,Active, Feb,41
Branch Meetings,2024-02-01 00:00:00,98,Active, Feb,33
Branch Meetings,2024-02-01 00:00:00,99,Active, Feb,27
Branch Meetings,2024-02-01 00:00:00,100,Active, Feb,18
Branch Meetings,2024-02-01 00:00:00,101,Active, Feb,34
Branch Meetings,2024-02-01 00:00:00,102,Active, Feb,90
Branch Meetings,2024-02-01 00:00:00,103,Active, Feb,88
